pattern,numerator,denominator,power,time frame,occurred
"(3, 2, 3)",18.0,18.0,0.0001652640476289369,20,26.0
"(3, 2, 3)",18.0,18.0,0.0001652640476289369,30,26.0
"(3, 2, 3)",6.0,6.0,0.03952199104714706,60,26.0
"(3, 2, 6)",24.0,28.0,0.006060490122952731,5,28.0
"(3, 2, 6)",24.0,25.0,0.00010768732792302859,10,28.0
"(3, 2, 6)",20.0,20.0,6.608502560386678e-05,15,28.0
"(3, 2, 6)",18.0,18.0,0.0001652640476289369,20,28.0
"(3, 2, 6)",17.0,18.0,0.0019907585907123207,30,28.0
"(3, 2, 7)",25.0,29.0,0.0043747742960474146,5,29.0
"(3, 2, 7)",25.0,26.0,7.055271524752006e-05,10,29.0
"(3, 2, 7)",21.0,21.0,4.178906403852619e-05,15,29.0
"(3, 2, 7)",19.0,19.0,0.00010450618610236765,20,29.0
"(3, 2, 7)",18.0,19.0,0.0013196634166337535,30,29.0
"(3, 2, 7)",6.0,6.0,0.03952199104714706,60,29.0
"(3, 3, 1)",29.0,31.0,8.000232908983395e-05,10,31.0
"(3, 3, 1)",31.0,31.0,4.2720932128340573e-07,15,31.0
"(3, 3, 1)",31.0,31.0,4.2720932128340573e-07,20,31.0
"(3, 3, 1)",31.0,31.0,4.2720932128340573e-07,30,31.0
"(3, 3, 1)",31.0,31.0,4.2720932128340573e-07,60,31.0
"(3, 3, 2)",24.0,27.0,0.00210777654265312,5,27.0
"(3, 3, 2)",25.0,25.0,6.681827637683693e-06,10,27.0
"(3, 3, 2)",20.0,20.0,6.608502560386678e-05,15,27.0
"(3, 3, 2)",19.0,19.0,0.00010450618610236765,20,27.0
"(3, 3, 2)",19.0,19.0,0.00010450618610236765,30,27.0
"(3, 3, 2)",7.0,7.0,0.025232054368863263,60,27.0
"(3, 3, 3)",46.0,58.0,0.005053570317312242,5,58.0
"(3, 3, 3)",54.0,56.0,2.5894885562360512e-09,10,58.0
"(3, 3, 3)",51.0,51.0,4.464688775725299e-11,15,58.0
"(3, 3, 3)",50.0,50.0,7.060470903334354e-11,20,58.0
"(3, 3, 3)",50.0,50.0,7.060470903334354e-11,30,58.0
"(3, 3, 3)",38.0,38.0,1.7272030355419062e-08,60,58.0
"(3, 3, 5)",30.0,33.0,0.00023684156885891874,10,34.0
"(3, 3, 5)",33.0,33.0,1.708267089671249e-07,15,34.0
"(3, 3, 5)",32.0,32.0,2.7014581759950587e-07,20,34.0
"(3, 3, 5)",31.0,32.0,5.453241439168197e-06,30,34.0
"(3, 3, 5)",31.0,31.0,4.2720932128340573e-07,60,34.0
"(3, 3, 6)",26.0,30.0,0.003144807648543898,5,30.0
"(3, 3, 6)",26.0,27.0,4.616744721944193e-05,10,30.0
"(3, 3, 6)",22.0,22.0,2.6425387475462698e-05,15,30.0
"(3, 3, 6)",20.0,20.0,6.608502560386678e-05,20,30.0
"(3, 3, 6)",19.0,20.0,0.0008729293960723854,30,30.0
"(3, 3, 6)",7.0,7.0,0.025232054368863263,60,30.0
"(3, 3, 7)",48.0,61.0,0.005668623942439736,5,61.0
"(3, 3, 7)",55.0,58.0,1.2640354305867847e-08,10,61.0
