v,vw,o,c,h,l,t,n
1960,21.6701,21.6701,21.6701,21.6701,21.6701,1678807860000,1
103,21.7791,21.78,21.78,21.78,21.78,1678808100000,2
200,21.76,21.76,21.76,21.76,21.76,1678808220000,1
300,21.65,21.65,21.65,21.65,21.65,1678808760000,1
307,21.7265,21.725,21.725,21.725,21.725,1678809120000,2
100,21.75,21.75,21.75,21.75,21.75,1678809300000,1
324,21.651,21.65,21.65,21.65,21.65,1678809540000,3
200,21.6943,21.6943,21.6943,21.6943,21.6943,1678810680000,1
100,21.595,21.595,21.595,21.595,21.595,1678813140000,1
100,21.57,21.57,21.57,21.57,21.57,1678813200000,1
250,21.5798,21.5798,21.5798,21.5798,21.5798,1678814940000,1
100,21.54,21.54,21.54,21.54,21.54,1678816620000,1
4643,21.5498,21.5599,21.5291,21.5599,21.5291,1678818180000,2
101,21.5102,21.51,21.51,21.51,21.51,1678819140000,2
745,21.5416,21.5416,21.5416,21.5416,21.5416,1678819260000,3
200,21.53,21.53,21.53,21.53,21.53,1678819860000,2
100,21.53,21.53,21.53,21.53,21.53,1678820280000,1
100,21.54,21.54,21.54,21.54,21.54,1678820640000,1
423,21.53,21.53,21.53,21.53,21.53,1678820700000,1
194,21.5,21.5,21.5,21.5,21.5,1678820940000,4
842,21.4743,21.48,21.47,21.48,21.47,1678823160000,4
1250,21.5489,21.53,21.57,21.57,21.53,1678823400000,8
1787,21.5721,21.57,21.57,21.57,21.57,1678823760000,4
1268,21.6007,21.57,21.74,21.74,21.57,1678823940000,9
1070,21.5007,21.39,21.5342,21.5342,21.39,1678887000000,9
609,21.3806,21.39,21.38,21.4,21.38,1678887420000,14
300,21.386,21.429,21.3,21.429,21.3,1678887600000,2
469,21.4099,21.41,21.41,21.41,21.41,1678888260000,2
2505,21.388,21.39,21.4,21.422,21.317,1678888440000,18
300,21.35,21.35,21.35,21.35,21.35,1678888560000,1
1000,21.375,21.375,21.375,21.375,21.375,1678888620000,2
433,21.3555,21.36,21.3344,21.36,21.3344,1678889280000,7
132,21.42,21.42,21.42,21.42,21.42,1678889580000,1
283,21.4447,21.4543,21.4543,21.4543,21.4543,1678889640000,2
2659,21.4361,21.38,21.4699,21.4699,21.38,1678890120000,3
504,21.3299,21.33,21.33,21.33,21.33,1678890900000,4
100,21.3325,21.3325,21.3325,21.3325,21.3325,1678890960000,1
259,21.3205,21.32,21.32,21.32,21.32,1678891380000,5
110,21.36,21.36,21.36,21.36,21.36,1678892340000,2
100,21.3878,21.3878,21.3878,21.3878,21.3878,1678892820000,1
617,21.4091,21.46,21.3978,21.46,21.3978,1678893420000,4
115,21.4683,21.47,21.47,21.47,21.47,1678893600000,3
250,21.43,21.43,21.43,21.43,21.43,1678893960000,1
104,21.3496,21.35,21.35,21.35,21.35,1678894800000,3
200,21.38,21.38,21.38,21.38,21.38,1678894920000,1
14001,21.3793,21.3675,21.3675,21.41,21.36,1678895340000,34
2340,21.3579,21.35,21.36,21.36,21.35,1678895520000,2
1040,21.3377,21.34,21.32,21.34,21.32,1678895640000,6
33559,21.353,21.33,21.32,21.36,21.32,1678895820000,26
100,21.32,21.32,21.32,21.32,21.32,1678895880000,1
2821,21.302,21.3,21.3025,21.304,21.3,1678896480000,13
1000,21.3199,21.3199,21.3199,21.3199,21.3199,1678896540000,1
2001,21.29,21.29,21.29,21.29,21.29,1678896600000,5
2002,21.28,21.28,21.28,21.28,21.28,1678896660000,6
4000,21.2875,21.28,21.29,21.29,21.28,1678896780000,4
2026,21.285,21.27,21.29,21.29,21.27,1678897200000,4
101,21.2825,21.2825,21.2825,21.2825,21.2825,1678897440000,2
201,21.27,21.27,21.27,21.27,21.27,1678897500000,2
100,21.2967,21.2967,21.2967,21.2967,21.2967,1678897980000,1
265,21.28,21.28,21.28,21.28,21.28,1678898100000,1
175,21.2843,21.29,21.29,21.29,21.29,1678898160000,2
100,21.26,21.26,21.26,21.26,21.26,1678898220000,1
750,21.2501,21.2501,21.25,21.2501,21.25,1678898280000,2
100,21.26,21.26,21.26,21.26,21.26,1678898700000,1
150,21.2635,21.2635,21.2635,21.2635,21.2635,1678898880000,1
134,21.25,21.25,21.25,21.25,21.25,1678899420000,6
599,21.24,21.24,21.24,21.24,21.24,1678899660000,1
1100,21.24,21.24,21.24,21.24,21.24,1678899780000,1
407,21.2402,21.24,21.24,21.24,21.24,1678899840000,4
277,21.2881,21.2881,21.2881,21.2881,21.2881,1678900200000,3
100,21.29,21.29,21.29,21.29,21.29,1678900380000,1
980,21.2828,21.28,21.2899,21.29,21.28,1678900740000,9
160,21.2837,21.28,21.28,21.28,21.28,1678900800000,2
100,21.308,21.308,21.308,21.308,21.308,1678901280000,1
100,21.3,21.3,21.3,21.3,21.3,1678901640000,1
1000,21.279,21.279,21.279,21.279,21.279,1678902300000,1
310,21.2919,21.29,21.29,21.29,21.29,1678903080000,2
220,21.2801,21.2801,21.2801,21.2801,21.2801,1678903320000,1
102,21.345,21.345,21.345,21.345,21.345,1678903380000,2
818,21.2741,21.29,21.26,21.29,21.26,1678903440000,12
204,21.3312,21.33,21.33,21.33,21.33,1678904460000,2
468,21.39,21.39,21.39,21.39,21.39,1678904520000,1
500,21.5,21.5,21.5,21.5,21.5,1678905120000,1
270,21.4693,21.4693,21.4693,21.4693,21.4693,1678906860000,1
100,21.46,21.46,21.46,21.46,21.46,1678906920000,1
1019,21.391,21.39,21.39,21.39,21.39,1678907820000,4
200,21.41,21.41,21.41,21.41,21.41,1678908240000,1
110,21.3971,21.4,21.4,21.4,21.4,1678909260000,3
1041,21.4154,21.415,21.415,21.415,21.415,1678909620000,6
180,21.373,21.37,21.37,21.37,21.37,1678910040000,2
306,21.4218,21.42,21.42,21.42,21.42,1678910220000,7
197,21.435,21.44,21.44,21.44,21.44,1678910340000,4
521,21.341,21.34,21.34,21.34,21.34,1678973400000,13
100,21.3925,21.3925,21.3925,21.3925,21.3925,1678973760000,1
100,21.39,21.39,21.39,21.39,21.39,1678974120000,1
9003,21.3411,21.31,21.35,21.35,21.31,1678974420000,6
527,21.31,21.31,21.31,21.31,21.31,1678974720000,2
100,21.3,21.3,21.3,21.3,21.3,1678974780000,1
431,21.269,21.265,21.2725,21.2725,21.265,1678974960000,3
200,21.285,21.27,21.3,21.3,21.27,1678975020000,2
206,21.2993,21.3,21.3,21.3,21.3,1678975200000,3
1963,21.3361,21.3,21.394,21.4,21.2999,1678977000000,10
1300,21.2416,21.2401,21.2401,21.2401,21.2401,1678977240000,3
102,21.325,21.325,21.325,21.325,21.325,1678977300000,2
565,21.3914,21.39,21.398,21.398,21.39,1678977420000,4
270,21.3548,21.3548,21.3548,21.3548,21.3548,1678977960000,1
107,21.4097,21.41,21.41,21.41,21.41,1678978200000,3
394,21.41,21.41,21.41,21.41,21.41,1678978320000,4
320,21.58,21.58,21.58,21.58,21.58,1678978500000,2
155,21.4902,21.4902,21.4902,21.4902,21.4902,1678979100000,1
220,21.4762,21.4848,21.4848,21.4848,21.4848,1678979580000,2
201,21.4852,21.485,21.485,21.485,21.485,1678979760000,2
460,21.5817,21.5817,21.5817,21.5817,21.5817,1678981200000,1
115,21.59,21.59,21.59,21.59,21.59,1678985340000,1
460,21.7008,21.7001,21.7001,21.7001,21.7001,1678987380000,2
101,21.7101,21.71,21.71,21.71,21.71,1678990140000,2
1233,21.7248,21.725,21.725,21.725,21.725,1678990260000,4
821,21.703,21.7204,21.7,21.7204,21.7,1678990440000,7
100,21.6504,21.6504,21.6504,21.6504,21.6504,1678990860000,1
1352,21.5695,21.542,21.57,21.59,21.54,1678991220000,8
400,21.66,21.66,21.66,21.66,21.66,1678993200000,2
250,21.7331,21.7331,21.7331,21.7331,21.7331,1678994100000,1
3500,21.6618,21.67,21.62,21.6701,21.62,1678994520000,15
2003,21.7392,21.72,21.782,21.782,21.72,1678995180000,10
142,21.76,21.76,21.76,21.76,21.76,1678995840000,1
1126,21.78,21.7475,21.789,21.789,21.74,1678996440000,3
228,21.75,21.75,21.75,21.75,21.75,1678996620000,2
549,21.7,21.7,21.7,21.7,21.7,1679001180000,1
532,21.7633,21.78,21.7,21.78,21.7,1679059800000,6
122,21.8077,21.8159,21.8159,21.8159,21.8159,1679059920000,3
262,21.7312,21.7599,21.7599,21.7599,21.7599,1679060280000,4
797,21.6599,21.6599,21.6599,21.6599,21.6599,1679060700000,1
140,21.6359,21.6302,21.6302,21.6302,21.6302,1679060760000,2
2253,21.5805,21.58,21.6096,21.6096,21.51,1679061300000,19
100,21.5844,21.5844,21.5844,21.5844,21.5844,1679061480000,1
100,21.69,21.69,21.69,21.69,21.69,1679061900000,1
308,21.5097,21.51,21.51,21.51,21.51,1679063700000,5
1000,21.5131,21.5125,21.514,21.514,21.5125,1679065080000,4
113,21.4828,21.48,21.48,21.48,21.48,1679065260000,4
300,21.48,21.48,21.48,21.48,21.48,1679065440000,3
104,21.4812,21.48,21.48,21.48,21.48,1679065500000,2
234,21.49,21.49,21.49,21.49,21.49,1679065860000,4
100,21.53,21.53,21.53,21.53,21.53,1679066160000,1
200,21.525,21.525,21.525,21.525,21.525,1679066340000,1
200,21.48,21.48,21.48,21.48,21.48,1679066700000,3
581,21.5163,21.53,21.5093,21.53,21.5093,1679067180000,6
372,21.5215,21.52,21.53,21.53,21.52,1679067420000,4
2060,21.4786,21.49,21.47,21.49,21.47,1679067780000,10
600,21.49,21.48,21.5,21.5,21.48,1679067900000,4
100,21.51,21.51,21.51,21.51,21.51,1679067960000,1
100,21.51,21.51,21.51,21.51,21.51,1679068020000,1
675,21.5209,21.53,21.495,21.53,21.495,1679068260000,2
300,21.47,21.47,21.47,21.47,21.47,1679068620000,3
301,21.4702,21.47,21.47,21.47,21.47,1679068680000,4
609,21.4541,21.46,21.45,21.46,21.45,1679068740000,6
165,21.3819,21.38,21.38,21.38,21.38,1679068800000,3
156,21.4977,21.4977,21.4977,21.4977,21.4977,1679069460000,1
148,21.5326,21.52,21.52,21.52,21.52,1679070540000,2
234,21.4987,21.5,21.5,21.5,21.5,1679071140000,3
108,21.5159,21.52,21.52,21.52,21.52,1679071320000,3
300,21.53,21.53,21.53,21.53,21.53,1679071800000,2
110,21.4682,21.46,21.46,21.46,21.46,1679071980000,2
300,21.4536,21.46,21.45,21.46,21.45,1679072160000,4
100,21.36,21.36,21.36,21.36,21.36,1679072220000,1
171,21.55,21.55,21.55,21.55,21.55,1679073060000,2
100,21.4939,21.4939,21.4939,21.4939,21.4939,1679076060000,1
311,21.4744,21.4744,21.4744,21.4744,21.4744,1679076660000,2
219,21.456,21.455,21.455,21.455,21.455,1679078340000,5
2592,21.5068,21.455,21.5299,21.5299,21.455,1679078760000,2
100,21.49,21.49,21.49,21.49,21.49,1679079660000,1
100,21.51,21.51,21.51,21.51,21.51,1679079960000,1
115,21.5012,21.5,21.5,21.5,21.5,1679081640000,4
100,21.51,21.51,21.51,21.51,21.51,1679082540000,1
307,21.4961,21.49,21.49,21.49,21.49,1679083140000,6
170,22.24,22.24,22.24,22.24,22.24,1679086560000,1
200,21.1,21.1,21.1,21.1,21.1,1679313600000,1
496,21.6748,21.69,21.69,21.69,21.69,1679319000000,17
2001,21.3192,21.32,21.32,21.32,21.32,1679319120000,5
1000,21.323,21.323,21.323,21.323,21.323,1679319360000,1
264,21.2728,21.28,21.28,21.28,21.28,1679319660000,5
105,21.3315,21.33,21.33,21.33,21.33,1679319960000,3
200,21.3861,21.37,21.4021,21.4021,21.37,1679320260000,2
505,21.38,21.38,21.38,21.38,21.38,1679320380000,3
350,21.3807,21.3824,21.38,21.3824,21.38,1679320440000,2
200,21.38,21.38,21.38,21.38,21.38,1679320500000,1
102,21.3515,21.35,21.35,21.35,21.35,1679320860000,3
580,21.3715,21.3715,21.3715,21.3715,21.3715,1679321400000,1
501,21.3261,21.34,21.3101,21.34,21.31,1679321760000,7
160,21.3401,21.33,21.33,21.33,21.33,1679322000000,3
1002,21.41,21.41,21.41,21.41,21.41,1679323620000,2
200,21.355,21.38,21.33,21.38,21.33,1679323680000,2
118,21.4238,21.4299,21.4299,21.4299,21.4299,1679325540000,2
167,21.31,21.31,21.31,21.31,21.31,1679326920000,1
3126,21.3398,21.3398,21.3398,21.3398,21.3398,1679327220000,1
101,21.335,21.335,21.335,21.335,21.335,1679328540000,2
395,21.3307,21.3307,21.3307,21.3307,21.3307,1679329020000,1
100,21.3799,21.3799,21.3799,21.3799,21.3799,1679329200000,1
100,21.3346,21.3346,21.3346,21.3346,21.3346,1679329260000,1
100,21.35,21.35,21.35,21.35,21.35,1679329500000,1
100,21.35,21.35,21.35,21.35,21.35,1679329620000,1
400,21.37,21.37,21.37,21.37,21.37,1679329980000,2
232,21.335,21.335,21.335,21.335,21.335,1679330220000,2
500,21.3521,21.37,21.368,21.37,21.335,1679330880000,6
204,21.37,21.37,21.37,21.37,21.37,1679331300000,3
100,21.349,21.349,21.349,21.349,21.349,1679331780000,1
100,21.31,21.31,21.31,21.31,21.31,1679332920000,1
139,21.27,21.27,21.27,21.27,21.27,1679335500000,1
101,21.3309,21.33,21.33,21.33,21.33,1679340780000,2
507,21.4013,21.4,21.41,21.41,21.4,1679341440000,4
100,21.4147,21.4147,21.4147,21.4147,21.4147,1679342280000,1
281,21.3253,21.35,21.31,21.35,21.31,1679342340000,6
507,21.7885,21.79,21.79,21.79,21.79,1679405400000,9
400,21.56,21.56,21.56,21.56,21.56,1679405460000,1
202,21.5203,21.54,21.5,21.54,21.5,1679405640000,4
100,21.5,21.5,21.5,21.5,21.5,1679405700000,1
800,21.447,21.43,21.4,21.502,21.4,1679405820000,8
102,21.4802,21.48,21.48,21.48,21.48,1679405940000,3
200,21.4445,21.44,21.44,21.44,21.44,1679406600000,3
1364,21.422,21.45,21.39,21.4501,21.39,1679407140000,9
144,21.48,21.48,21.48,21.48,21.48,1679409840000,2
540,21.415,21.415,21.415,21.415,21.415,1679410140000,1
501,21.3304,21.33,21.33,21.33,21.33,1679412060000,2
224,21.51,21.51,21.51,21.51,21.51,1679415840000,1
937,21.42,21.42,21.42,21.42,21.42,1679416020000,4
100,21.3201,21.3201,21.3201,21.3201,21.3201,1679416620000,1
400,21.41,21.41,21.41,21.41,21.41,1679416800000,1
100,21.46,21.46,21.46,21.46,21.46,1679416980000,1
500,21.462,21.47,21.46,21.47,21.46,1679417040000,2
220,21.4291,21.42,21.42,21.42,21.42,1679417760000,2
301,21.5195,21.5199,21.5199,21.5199,21.5199,1679418600000,2
113,21.46,21.46,21.46,21.46,21.46,1679418660000,1
1400,21.5038,21.5038,21.5038,21.5038,21.5038,1679421660000,1
500,21.32,21.32,21.32,21.32,21.32,1679421900000,1
200,21.5099,21.5099,21.5099,21.5099,21.5099,1679422020000,1
234,21.5083,21.5099,21.5099,21.5099,21.5099,1679424540000,3
1162,21.43,21.43,21.43,21.43,21.43,1679425500000,1
121,21.549,21.55,21.55,21.55,21.55,1679427180000,4
2002,21.5409,21.49,21.5499,21.5499,21.49,1679427300000,3
191,21.4921,21.49,21.49,21.49,21.49,1679428500000,4
150,21.49,21.49,21.49,21.49,21.49,1679428740000,1
101,21.4904,21.49,21.49,21.49,21.49,1679492100000,2
114,21.5463,21.5463,21.5463,21.5463,21.5463,1679493300000,1
605,21.4853,21.49,21.484,21.49,21.484,1679493720000,4
4800,21.4999,21.5,21.5,21.5,21.5,1679495040000,8
301,21.5432,21.5432,21.5432,21.5432,21.5432,1679495820000,2
1650,21.5339,21.5,21.545,21.545,21.5,1679496000000,11
200,21.589,21.589,21.589,21.589,21.589,1679496780000,1
102,21.5392,21.54,21.54,21.54,21.54,1679497380000,3
848,21.5194,21.5194,21.5194,21.5194,21.5194,1679497620000,1
156,21.49,21.49,21.49,21.49,21.49,1679498160000,1
185,21.52,21.52,21.52,21.52,21.52,1679499480000,1
1000,21.5399,21.5399,21.5399,21.5399,21.5399,1679501700000,1
113,21.5,21.5,21.5,21.5,21.5,1679506500000,1
309,21.54,21.54,21.54,21.54,21.54,1679507280000,1
150,21.5,21.5,21.5,21.5,21.5,1679508000000,1
100,21.5391,21.5391,21.5391,21.5391,21.5391,1679508120000,1
119,21.5305,21.5305,21.5305,21.5305,21.5305,1679508900000,1
350,21.5381,21.5381,21.5381,21.5381,21.5381,1679510340000,1
550,21.5275,21.53,21.5231,21.53,21.5231,1679510460000,5
323,21.5117,21.51,21.51,21.51,21.51,1679510640000,5
233,21.5399,21.5399,21.5399,21.5399,21.5399,1679511300000,1
588,21.5291,21.53,21.53,21.53,21.5249,1679511360000,5
405,21.5201,21.52,21.52,21.52,21.52,1679511840000,5
204,21.5101,21.51,21.51,21.51,21.51,1679512080000,2
251,21.52,21.52,21.52,21.52,21.52,1679512140000,2
464,21.5075,21.5075,21.5075,21.5075,21.5075,1679512380000,1
200,21.5,21.5,21.5,21.5,21.5,1679512620000,1
204,21.5,21.5,21.5,21.5,21.5,1679512740000,5
250,21.5002,21.5002,21.5002,21.5002,21.5002,1679513280000,1
682,21.4925,21.4925,21.4925,21.4925,21.4925,1679513520000,2
400,21.48,21.48,21.48,21.48,21.48,1679513820000,1
202,21.3035,21.3,21.3,21.3,21.3,1679515140000,2
440,21.5526,21.55,21.55,21.55,21.55,1679578200000,13
110,21.4814,21.48,21.48,21.48,21.48,1679579580000,2
450,21.48,21.48,21.48,21.48,21.48,1679579640000,3
177,21.4803,21.48,21.48,21.48,21.48,1679579760000,3
194,21.43,21.43,21.43,21.43,21.43,1679582280000,1
600,21.52,21.52,21.52,21.52,21.52,1679582760000,3
500,21.5799,21.5799,21.5799,21.5799,21.5799,1679583060000,1
100,21.53,21.53,21.53,21.53,21.53,1679584140000,1
1100,21.5465,21.53,21.5375,21.566,21.53,1679584320000,5
250,21.53,21.53,21.53,21.53,21.53,1679585760000,3
100,21.5413,21.5413,21.5413,21.5413,21.5413,1679585880000,1
100,21.5387,21.5387,21.5387,21.5387,21.5387,1679586180000,1
1000,21.52,21.52,21.52,21.52,21.52,1679589000000,2
105,21.5006,21.5,21.5,21.5,21.5,1679590980000,2
400,21.5306,21.5306,21.5306,21.5306,21.5306,1679591040000,1
346,21.5,21.5,21.5,21.5,21.5,1679591340000,4
200,21.45,21.45,21.45,21.45,21.45,1679592060000,1
500,21.44,21.44,21.44,21.44,21.44,1679593140000,2
3129,21.4237,21.44,21.37,21.44,21.37,1679593200000,36
813,21.389,21.38,21.4,21.4,21.38,1679593260000,8
1238,21.4016,21.39,21.41,21.41,21.39,1679593320000,11
103,21.4502,21.45,21.45,21.45,21.45,1679593380000,3
100,21.46,21.46,21.46,21.46,21.46,1679593680000,1
200,21.445,21.45,21.44,21.45,21.44,1679593740000,2
201,21.4203,21.42,21.4201,21.4201,21.42,1679593980000,3
2500,21.4355,21.43,21.42,21.5,21.42,1679594340000,14
400,21.425,21.425,21.425,21.425,21.425,1679594940000,2
100,21.4442,21.4442,21.4442,21.4442,21.4442,1679595540000,1
800,21.4203,21.421,21.42,21.421,21.42,1679595600000,8
200,21.415,21.42,21.41,21.42,21.41,1679596140000,2
120,21.4004,21.4004,21.4004,21.4004,21.4004,1679596680000,2
197,21.4051,21.41,21.41,21.41,21.41,1679596800000,2
145,21.3401,21.3401,21.3401,21.3401,21.3401,1679597640000,1
401,21.4,21.4,21.4,21.4,21.4,1679598000000,3
200,21.41,21.41,21.41,21.41,21.41,1679598060000,1
100,21.38,21.38,21.38,21.38,21.38,1679599200000,1
1729,21.3972,21.41,21.39,21.43,21.39,1679600520000,13
795,21.5019,21.5,21.5,21.5,21.5,1679664600000,11
649,21.3936,21.45,21.3615,21.45,21.3615,1679664660000,9
411,21.3755,21.37,21.3795,21.3843,21.37,1679664720000,5
191,21.4093,21.4099,21.4099,21.4099,21.4099,1679665320000,4
426,21.3403,21.34,21.34,21.34,21.34,1679665560000,5
100,21.3487,21.3487,21.3487,21.3487,21.3487,1679666280000,1
203,21.35,21.35,21.35,21.35,21.35,1679666400000,3
100,21.34,21.34,21.34,21.34,21.34,1679666940000,1
144,21.3483,21.35,21.35,21.35,21.35,1679667480000,3
715,21.3393,21.34,21.34,21.34,21.34,1679667720000,4
2000,21.3463,21.37,21.345,21.37,21.345,1679668380000,2
200,21.34,21.34,21.34,21.34,21.34,1679668980000,1
100,21.34,21.34,21.34,21.34,21.34,1679669160000,1
200,21.3711,21.3711,21.3711,21.3711,21.3711,1679669880000,1
250,21.3468,21.3468,21.3468,21.3468,21.3468,1679670240000,1
100,21.34,21.34,21.34,21.34,21.34,1679670360000,1
100,21.345,21.345,21.345,21.345,21.345,1679671620000,1
200,21.38,21.38,21.38,21.38,21.38,1679671740000,1
632,21.3503,21.3503,21.3503,21.3503,21.3503,1679672880000,3
100,21.36,21.36,21.36,21.36,21.36,1679673240000,1
100,21.37,21.37,21.37,21.37,21.37,1679673360000,1
100,21.405,21.405,21.405,21.405,21.405,1679673900000,1
100,21.39,21.39,21.39,21.39,21.39,1679675100000,1
149,21.3937,21.39,21.39,21.39,21.39,1679675520000,2
233,21.4,21.4,21.4,21.4,21.4,1679675880000,1
102,21.4246,21.425,21.425,21.425,21.425,1679676360000,3
241,21.3962,21.3961,21.3961,21.3961,21.3961,1679676600000,2
100,21.425,21.425,21.425,21.425,21.425,1679677560000,1
200,21.42,21.42,21.42,21.42,21.42,1679678280000,1
100,21.42,21.42,21.42,21.42,21.42,1679678700000,1
500,21.43,21.43,21.43,21.43,21.43,1679679120000,1
100,21.43,21.43,21.43,21.43,21.43,1679679720000,1
790,21.42,21.42,21.42,21.42,21.42,1679680320000,3
100,21.4699,21.4699,21.4699,21.4699,21.4699,1679680500000,1
234,21.42,21.42,21.42,21.42,21.42,1679681160000,1
106,21.4304,21.43,21.43,21.43,21.43,1679681820000,4
1000,21.445,21.445,21.445,21.445,21.445,1679681880000,2
100,21.415,21.415,21.415,21.415,21.415,1679682900000,1
100,21.4216,21.4216,21.4216,21.4216,21.4216,1679683140000,1
100,21.4999,21.4999,21.4999,21.4999,21.4999,1679683740000,1
101,21.4226,21.4226,21.4226,21.4226,21.4226,1679684040000,2
100,21.415,21.415,21.415,21.415,21.415,1679684100000,1
224,21.42,21.42,21.42,21.42,21.42,1679684400000,1
2227,21.3702,21.3701,21.3701,21.3701,21.3701,1679685240000,5
500,21.425,21.425,21.425,21.425,21.425,1679686020000,1
651,21.4249,21.425,21.425,21.425,21.425,1679686440000,2
295,21.37,21.37,21.37,21.37,21.37,1679687940000,1
558,21.6191,21.62,21.62,21.62,21.62,1679923800000,14
100,21.495,21.495,21.495,21.495,21.495,1679924220000,1
500,21.553,21.545,21.56,21.56,21.545,1679924700000,5
532,21.56,21.56,21.56,21.56,21.56,1679924940000,6
1047,21.5204,21.5194,21.5194,21.5194,21.5194,1679925960000,3
1620,21.4224,21.42,21.42,21.42,21.4,1679926080000,13
220,21.475,21.475,21.475,21.475,21.475,1679926680000,1
1423,21.5673,21.5673,21.5673,21.5673,21.5673,1679926800000,1
240,21.5174,21.5799,21.43,21.5799,21.43,1679926920000,2
327,21.53,21.53,21.53,21.53,21.53,1679927340000,3
200,21.51,21.51,21.51,21.51,21.51,1679928660000,1
100,21.4501,21.4501,21.4501,21.4501,21.4501,1679928900000,1
4313,21.3839,21.42,21.3621,21.43,21.361,1679929440000,24
102,21.3721,21.3701,21.3701,21.3701,21.3701,1679930760000,2
4000,21.5393,21.54,21.54,21.54,21.54,1679933640000,3
100,21.54,21.54,21.54,21.54,21.54,1679934060000,1
800,21.525,21.525,21.525,21.525,21.525,1679935740000,3
149,21.53,21.53,21.53,21.53,21.53,1679935800000,2
523,21.5299,21.5299,21.5299,21.5299,21.5299,1679938140000,2
264,21.4956,21.495,21.495,21.495,21.495,1679939460000,2
500,21.515,21.495,21.52,21.52,21.495,1679939760000,5
250,21.495,21.495,21.495,21.495,21.495,1679940120000,1
279,21.495,21.495,21.495,21.495,21.495,1679941860000,1
201,21.5,21.5,21.5,21.5,21.5,1679943240000,2
100,21.51,21.51,21.51,21.51,21.51,1679943300000,1
200,21.53,21.5299,21.53,21.53,21.5299,1679943360000,2
650,21.5886,21.5886,21.5886,21.5886,21.5886,1679943840000,1
711,21.6,21.6,21.6,21.6,21.6,1679943900000,1
1000,21.5632,21.5632,21.5632,21.5632,21.5632,1679945040000,1
220,21.5091,21.51,21.51,21.51,21.51,1679947140000,4
1892,21.6601,21.66,21.66,21.66,21.66,1680010200000,9
316,21.5931,21.5995,21.59,21.5995,21.59,1680010500000,5
1700,21.582,21.62,21.6199,21.62,21.53,1680010800000,10
170,21.5731,21.57,21.57,21.57,21.57,1680010860000,2
185,21.57,21.57,21.57,21.57,21.57,1680010920000,1
608,21.55,21.55,21.55,21.55,21.55,1680011460000,4
368,21.5967,21.6,21.6,21.6,21.6,1680012960000,2
202,21.56,21.56,21.56,21.56,21.56,1680013740000,2
114,21.6085,21.6085,21.6085,21.6085,21.6085,1680013980000,1
200,21.53,21.53,21.53,21.53,21.53,1680014100000,2
540,21.5596,21.56,21.56,21.56,21.56,1680014880000,2
6700,21.5543,21.555,21.555,21.555,21.55,1680018300000,42
670,21.571,21.571,21.571,21.571,21.571,1680018420000,1
119,21.5525,21.5525,21.5525,21.5525,21.5525,1680019080000,1
1890,21.5723,21.5899,21.5525,21.5899,21.5525,1680020760000,7
293,21.5516,21.55,21.55,21.55,21.55,1680020940000,4
109,21.549,21.549,21.549,21.549,21.549,1680022500000,1
147,21.5289,21.52,21.52,21.52,21.52,1680022620000,4
