v,vw,o,c,h,l,t,n
1250,21.8256,21.8256,21.8256,21.8256,21.8256,1686079680000,1
501,21.805,21.805,21.805,21.805,21.805,1686079740000,2
2144,21.77,21.77,21.77,21.77,21.77,1686144600000,5
200,21.8,21.8,21.8,21.8,21.8,1686145200000,2
100,21.777,21.777,21.777,21.777,21.777,1686145440000,1
107,21.79,21.79,21.79,21.79,21.79,1686145740000,2
509,21.7601,21.76,21.76,21.76,21.76,1686146040000,3
691,21.7614,21.7616,21.7616,21.7616,21.7616,1686146280000,3
2282,21.7452,21.7448,21.7448,21.7448,21.7448,1686146400000,2
600,21.775,21.775,21.775,21.775,21.775,1686146460000,1
130,21.75,21.75,21.75,21.75,21.75,1686147180000,1
349,21.7772,21.78,21.78,21.78,21.78,1686147240000,4
100,21.7901,21.7901,21.7901,21.7901,21.7901,1686147540000,1
204,21.775,21.77,21.77,21.77,21.77,1686148680000,4
200,21.7641,21.7641,21.7641,21.7641,21.7641,1686149100000,1
108,21.77,21.77,21.77,21.77,21.77,1686149700000,1
7900,21.7913,21.78,21.7899,21.8,21.78,1686149820000,13
8447,21.8234,21.8,21.7983,21.85,21.7983,1686149940000,19
100,21.8,21.8,21.8,21.8,21.8,1686150060000,1
100,21.85,21.85,21.85,21.85,21.85,1686150780000,1
400,21.7976,21.7976,21.7976,21.7976,21.7976,1686150900000,1
300,21.85,21.85,21.8499,21.85,21.8499,1686154620000,4
200,21.805,21.805,21.805,21.805,21.805,1686154920000,1
230,21.8499,21.8499,21.8499,21.8499,21.8499,1686156060000,3
100,21.7701,21.7701,21.7701,21.7701,21.7701,1686156180000,1
100,21.8,21.8,21.8,21.8,21.8,1686157680000,1
496,21.85,21.85,21.8499,21.85,21.8499,1686158580000,6
188,21.85,21.85,21.85,21.85,21.85,1686160320000,1
440,21.8493,21.85,21.85,21.85,21.85,1686161280000,2
1491,21.8527,21.85,21.8499,21.865,21.8499,1686161460000,9
659,21.8448,21.8449,21.8449,21.8449,21.8449,1686163320000,2
418,21.8985,21.898,21.898,21.8999,21.898,1686166260000,3
1913,21.8746,21.87,21.86,21.9,21.86,1686166560000,14
908,21.8855,21.9,21.871,21.9,21.871,1686167220000,4
297,21.9,21.9,21.9,21.9,21.9,1686167940000,2
2000,21.88,21.88,21.88,21.88,21.88,1686173040000,2
786,21.8999,21.9,21.9,21.9,21.9,1686231000000,6
913,21.89,21.89,21.89,21.89,21.89,1686231840000,1
505,21.8778,21.8781,21.8781,21.8781,21.8781,1686232860000,3
200,21.8533,21.8533,21.8533,21.8533,21.8533,1686233520000,1
100,21.8675,21.8675,21.8675,21.8675,21.8675,1686233760000,1
315,21.8625,21.8625,21.8625,21.8625,21.8625,1686234120000,1
201,21.8497,21.85,21.85,21.85,21.85,1686234300000,6
123,21.8501,21.85,21.85,21.85,21.85,1686234720000,2
900,21.8644,21.86,21.89,21.89,21.8599,1686237540000,7
800,21.8498,21.8498,21.8498,21.8498,21.8498,1686237840000,1
1001,21.8999,21.9,21.9,21.9,21.9,1686238200000,4
110,21.8997,21.9,21.9,21.9,21.9,1686238440000,2
850,21.887,21.865,21.8934,21.8934,21.865,1686238860000,4
100,21.8937,21.8937,21.8937,21.8937,21.8937,1686239520000,1
2000,21.83,21.83,21.83,21.83,21.83,1686240840000,1
3045,21.96,21.9,22.01,22.01,21.9,1686241800000,24
122,21.8582,21.86,21.86,21.86,21.86,1686241920000,2
100,21.8501,21.8501,21.8501,21.8501,21.8501,1686243540000,1
119,22.0384,22.04,22.04,22.04,22.04,1686244920000,5
200,21.9188,21.9188,21.9188,21.9188,21.9188,1686246360000,1
106,21.8894,21.89,21.89,21.89,21.89,1686247500000,2
2573,21.9996,22.0,21.9999,22.0,21.9999,1686248280000,4
1722,21.965,21.91,21.98,22.0,21.88,1686248340000,8
107,21.908,21.91,21.91,21.91,21.91,1686248580000,2
112,21.8979,21.9,21.9,21.9,21.9,1686249120000,2
500,21.9999,21.9999,21.9999,21.9999,21.9999,1686249180000,1
217,21.93,21.93,21.93,21.93,21.93,1686249300000,1
903,21.93,21.93,21.93,21.93,21.93,1686249720000,1
177,21.9476,21.9476,21.9476,21.9476,21.9476,1686250260000,1
1200,22.0,22.0,22.0,22.0,22.0,1686250380000,6
557,22.009,22.01,22.02,22.02,22.01,1686250500000,7
127,21.9721,21.9721,21.9721,21.9721,21.9721,1686250980000,1
201,21.9752,21.975,21.975,21.975,21.975,1686251040000,2
541,21.9437,21.95,21.94,21.95,21.94,1686251340000,6
357,21.9436,21.95,21.94,21.95,21.94,1686251640000,4
226,22.0001,22.0,22.0,22.0,22.0,1686252120000,2
100,21.99,21.99,21.99,21.99,21.99,1686252300000,1
397,21.9987,21.995,21.9999,22.0,21.995,1686252360000,4
630,22.0193,22.0197,22.0186,22.0197,22.0186,1686252480000,3
183,21.9982,21.9999,21.9999,21.9999,21.9999,1686254100000,7
722,22.0012,22.0,22.0,22.0,22.0,1686254340000,7
375,22.0583,22.06,22.06,22.06,22.06,1686317400000,10
4512,22.0993,22.0999,22.0999,22.0999,22.0999,1686318000000,9
201,22.0,22.0,22.0,22.0,22.0,1686318060000,2
601,22.0286,22.0285,22.0285,22.0285,22.0285,1686318540000,2
100,22.04,22.04,22.04,22.04,22.04,1686319560000,1
100,22.0209,22.0209,22.0209,22.0209,22.0209,1686321840000,1
453,22.048,22.048,22.048,22.048,22.048,1686322140000,1
800,22.05,22.05,22.05,22.05,22.05,1686323880000,1
101,22.04,22.04,22.04,22.04,22.04,1686326700000,2
100,22.06,22.06,22.06,22.06,22.06,1686327540000,1
2000,22.0447,22.0447,22.0447,22.0447,22.0447,1686328500000,1
152,22.0436,22.045,22.045,22.045,22.045,1686328920000,3
152,22.0434,22.045,22.045,22.045,22.045,1686329220000,3
150,22.05,22.05,22.05,22.05,22.05,1686329460000,1
220,22.04,22.04,22.04,22.04,22.04,1686330300000,3
200,22.0401,22.0401,22.0401,22.0401,22.0401,1686330360000,1
320,22.0419,22.04,22.0427,22.0427,22.04,1686330420000,2
438,22.0499,22.0499,22.0499,22.0499,22.0499,1686330480000,4
201,22.0401,22.04,22.0401,22.0401,22.04,1686331800000,3
100,22.0454,22.0454,22.0454,22.0454,22.0454,1686333840000,1
1362,22.045,22.045,22.045,22.045,22.045,1686333960000,4
325,22.0501,22.05,22.05,22.05,22.05,1686334260000,9
100,22.044,22.044,22.044,22.044,22.044,1686334680000,1
130,22.0606,22.0578,22.0578,22.0578,22.0578,1686334860000,2
102,22.0576,22.0578,22.0578,22.0578,22.0578,1686335220000,2
110,22.0692,22.0691,22.0691,22.0691,22.0691,1686335700000,2
150,22.0446,22.0446,22.0446,22.0446,22.0446,1686336420000,1
136,22.0697,22.07,22.07,22.07,22.07,1686336540000,3
150,22.0401,22.0401,22.0401,22.0401,22.0401,1686337440000,1
100,22.0538,22.0538,22.0538,22.0538,22.0538,1686337800000,1
242,22.07,22.07,22.07,22.07,22.07,1686338700000,1
1000,22.0716,22.0716,22.0716,22.0716,22.0716,1686338880000,2
1017,22.0681,22.0681,22.0681,22.0681,22.0681,1686339180000,2
100,22.0697,22.0697,22.0697,22.0697,22.0697,1686339540000,1
300,22.06,22.06,22.06,22.06,22.06,1686339840000,1
157,22.07,22.07,22.07,22.07,22.07,1686340320000,5
207,22.0784,22.08,22.08,22.08,22.08,1686340740000,3
641,22.08,22.08,22.08,22.08,22.08,1686567840000,1
6115,22.1598,22.16,22.16,22.16,22.16,1686576600000,10
197,22.0737,22.07,22.07,22.07,22.07,1686576720000,3
519,22.08,22.08,22.08,22.08,22.08,1686576840000,1
201,22.0796,22.08,22.08,22.08,22.08,1686577140000,2
259,22.0794,22.08,22.08,22.08,22.08,1686577200000,4
183,22.08,22.08,22.08,22.08,22.08,1686577620000,2
1686,22.094,22.0936,22.0936,22.0936,22.0936,1686577980000,4
220,22.1009,22.1,22.1,22.1,22.1,1686578760000,3
1605,22.1014,22.1014,22.1014,22.1014,22.1014,1686579660000,2
200,22.115,22.115,22.115,22.115,22.115,1686579960000,1
221,22.0885,22.08,22.08,22.08,22.08,1686580260000,5
202,22.1001,22.1001,22.1001,22.1001,22.1001,1686580380000,1
140,22.0914,22.09,22.09,22.09,22.09,1686580560000,2
400,22.0838,22.0801,22.08,22.095,22.08,1686580620000,4
125,22.082,22.08,22.08,22.08,22.08,1686580680000,2
136,22.1087,22.1089,22.1089,22.1089,22.1089,1686580860000,2
172,22.0885,22.09,22.09,22.09,22.09,1686581160000,2
466,22.0721,22.07,22.0701,22.0701,22.07,1686581280000,6
747,22.0047,22.01,22.01,22.01,22.01,1686581340000,14
272,22.0469,22.0521,22.0521,22.0521,22.0521,1686582720000,4
400,22.0671,22.0671,22.0671,22.0671,22.0671,1686582780000,1
121,22.0378,22.0375,22.0375,22.0375,22.0375,1686582960000,2
100,22.04,22.04,22.04,22.04,22.04,1686583200000,1
142,22.0193,22.0193,22.0193,22.0193,22.0193,1686584880000,1
516,22.0504,22.0504,22.0504,22.0504,22.0504,1686585000000,1
200,22.05,22.05,22.05,22.05,22.05,1686585900000,1
1000,22.11,22.11,22.11,22.11,22.11,1686586140000,4
200,22.0302,22.04,22.04,22.04,22.04,1686586380000,3
1200,22.1033,22.1,22.11,22.11,22.05,1686586740000,8
800,22.065,22.065,22.065,22.065,22.065,1686587160000,1
220,22.0313,22.0313,22.0313,22.0313,22.0313,1686587700000,1
105,22.1,22.1,22.1,22.1,22.1,1686587880000,1
167,22.0657,22.065,22.065,22.065,22.065,1686588180000,3
500,22.03,22.03,22.03,22.03,22.03,1686588240000,1
162,22.0739,22.0648,22.0648,22.0648,22.0648,1686588720000,2
300,22.0849,22.0849,22.0849,22.0849,22.0849,1686589200000,1
636,22.0484,22.055,22.055,22.055,22.055,1686589320000,3
120,22.0779,22.0779,22.0779,22.0779,22.0779,1686589680000,1
525,22.0642,22.0645,22.0645,22.0645,22.0645,1686590340000,5
442,22.0323,22.04,22.0301,22.04,22.03,1686590400000,7
100,22.03,22.03,22.03,22.03,22.03,1686590940000,1
500,22.03,22.03,22.03,22.03,22.03,1686591660000,1
450,22.09,22.09,22.09,22.09,22.09,1686594480000,1
500,22.0825,22.0825,22.0825,22.0825,22.0825,1686594540000,2
381,22.0946,22.09,22.09,22.09,22.09,1686594720000,5
200,22.02,22.02,22.02,22.02,22.02,1686594780000,2
516,22.01,22.01,22.01,22.01,22.01,1686596280000,2
321,22.0062,22.02,22.0001,22.02,22.0,1686596580000,8
1211,21.9474,21.95,21.93,21.95,21.93,1686597120000,9
1247,21.9572,21.96,21.95,21.97,21.95,1686597720000,10
300,21.9837,21.99,21.98,21.99,21.98,1686598620000,4
1001,21.9978,21.9978,21.9978,21.9978,21.9978,1686598860000,2
201,21.9994,21.9999,21.9999,21.9999,21.9999,1686598920000,3
464,22.0,22.0,22.0,22.0,22.0,1686599700000,2
295,21.9837,21.99,21.98,21.99,21.98,1686599940000,3
834,21.9501,21.95,21.95,21.95,21.95,1686663000000,5
459,21.9749,21.975,21.975,21.975,21.975,1686663060000,2
477,21.98,21.98,21.98,21.98,21.98,1686663360000,2
122,21.9966,22.0,22.0,22.0,22.0,1686663540000,7
368,21.995,21.995,21.995,21.995,21.995,1686664020000,3
181,21.99,21.99,21.99,21.99,21.99,1686664500000,1
600,21.9958,21.9999,21.995,21.9999,21.995,1686664740000,6
6265,22.0125,22.0,22.06,22.06,22.0,1686664920000,8
392,22.1,22.0999,22.1,22.1,22.0999,1686665580000,2
375,22.0621,22.06,22.06,22.06,22.06,1686665880000,3
450,22.085,22.085,22.085,22.085,22.085,1686666060000,1
113,22.0622,22.06,22.06,22.06,22.06,1686668640000,3
152,22.1,22.1,22.1,22.1,22.1,1686669660000,1
200,22.15,22.1499,22.15,22.15,22.1499,1686670440000,2
104,22.1003,22.1,22.1,22.1,22.1,1686670680000,4
177,22.1,22.1,22.1,22.1,22.1,1686670860000,3
1110,22.1386,22.15,22.1374,22.15,22.1373,1686671100000,3
200,22.125,22.125,22.125,22.125,22.125,1686671220000,1
208,22.1002,22.1001,22.1001,22.1001,22.1001,1686671400000,3
6242,22.1429,22.13,22.1299,22.19,22.1237,1686672600000,14
500,22.145,22.145,22.145,22.145,22.145,1686673140000,1
876,22.1291,22.14,22.12,22.14,22.12,1686675120000,7
200,22.12,22.12,22.12,22.12,22.12,1686675420000,1
210,22.1343,22.12,22.15,22.15,22.12,1686675600000,2
140,22.129,22.129,22.129,22.129,22.129,1686675840000,1
500,22.1474,22.1474,22.1474,22.1474,22.1474,1686675960000,1
100,22.16,22.16,22.16,22.16,22.16,1686676620000,1
112,22.1492,22.15,22.15,22.15,22.15,1686682740000,3
155,22.16,22.16,22.16,22.16,22.16,1686684300000,2
439,22.1766,22.18,22.18,22.18,22.165,1686684480000,3
176,22.18,22.18,22.18,22.18,22.18,1686684660000,2
118,22.167,22.165,22.165,22.165,22.165,1686685020000,3
1164,22.1695,22.1697,22.1697,22.1697,22.1697,1686685200000,4
168,22.1795,22.18,22.18,22.18,22.18,1686685500000,6
181,22.1777,22.1806,22.1806,22.1806,22.1806,1686686040000,4
100,22.2,22.2,22.2,22.2,22.2,1686700080000,1
4990,22.2879,22.19,22.44,22.44,22.19,1686749400000,22
102,22.3102,22.31,22.31,22.31,22.31,1686749460000,2
698,22.246,22.29,22.2386,22.29,22.2386,1686749580000,3
752,22.3153,22.3199,22.3199,22.3199,22.3199,1686749760000,8
570,22.25,22.25,22.25,22.25,22.25,1686749820000,5
102,22.2503,22.25,22.25,22.25,22.25,1686749880000,3
1205,22.2511,22.251,22.251,22.251,22.251,1686749940000,5
594,22.2529,22.25,22.25,22.26,22.25,1686750000000,8
451,22.2429,22.243,22.243,22.243,22.243,1686750060000,3
900,22.252,22.252,22.252,22.252,22.252,1686750120000,1
100,22.269,22.269,22.269,22.269,22.269,1686750180000,1
475,22.2469,22.2475,22.2475,22.2475,22.2475,1686750240000,2
229,22.2428,22.2426,22.2426,22.2426,22.2426,1686750540000,3
265,22.2384,22.2389,22.2389,22.2389,22.2389,1686750720000,2
1000,22.255,22.25,22.25,22.26,22.25,1686750960000,4
2800,22.2212,22.22,22.228,22.228,22.22,1686751260000,19
120,22.22,22.22,22.22,22.22,22.22,1686751320000,2
100,22.22,22.22,22.22,22.22,22.22,1686751500000,1
200,22.23,22.22,22.24,22.24,22.22,1686751560000,2
201,22.2101,22.21,22.21,22.21,22.21,1686751620000,3
100,22.21,22.21,22.21,22.21,22.21,1686751740000,1
1604,22.1977,22.21,22.21,22.21,22.21,1686751800000,12
250,22.188,22.2,22.18,22.2,22.18,1686751860000,2
120,22.205,22.205,22.205,22.205,22.205,1686751980000,1
548,22.1872,22.18,22.18,22.18,22.18,1686752400000,3
2278,22.202,22.205,22.18,22.205,22.18,1686752640000,10
101,22.1853,22.185,22.185,22.185,22.185,1686752760000,2
210,22.1763,22.17,22.17,22.17,22.17,1686753180000,9
100,22.15,22.15,22.15,22.15,22.15,1686753240000,1
1102,22.1832,22.15,22.19,22.19,22.15,1686753300000,6
112,22.1543,22.15,22.15,22.15,22.15,1686753900000,2
500,22.19,22.19,22.19,22.19,22.19,1686754380000,1
1000,22.18,22.18,22.18,22.18,22.18,1686754980000,3
750,22.18,22.18,22.18,22.18,22.18,1686755160000,3
916,22.1796,22.17,22.19,22.19,22.17,1686755460000,3
203,22.1502,22.15,22.15,22.15,22.15,1686756000000,4
1003,22.16,22.16,22.16,22.16,22.16,1686757740000,5
210,22.1543,22.15,22.15,22.15,22.15,1686758160000,3
605,22.1507,22.15,22.15,22.15,22.15,1686758340000,7
425,22.15,22.15,22.15,22.15,22.15,1686758400000,6
322,22.1516,22.15,22.15,22.15,22.15,1686758520000,4
104,22.1502,22.15,22.15,22.15,22.15,1686758580000,3
459,22.1813,22.19,22.15,22.19,22.15,1686759180000,2
218,22.154,22.15,22.15,22.15,22.15,1686759240000,4
102,22.1516,22.15,22.15,22.15,22.15,1686759420000,3
2474,22.218,22.2021,22.15,22.2299,22.15,1686759540000,4
449,22.18,22.18,22.18,22.18,22.18,1686760140000,3
169,22.1742,22.17,22.17,22.17,22.17,1686760320000,4
183,22.1901,22.19,22.19,22.19,22.19,1686760680000,4
3839,22.1725,22.17,22.17,22.2,22.17,1686760800000,12
130,22.195,22.195,22.195,22.195,22.195,1686761760000,2
200,22.18,22.18,22.18,22.18,22.18,1686762120000,1
280,22.1703,22.17,22.1706,22.1706,22.17,1686762240000,7
120,22.15,22.15,22.15,22.15,22.15,1686762480000,2
208,22.1503,22.15,22.15,22.15,22.15,1686762660000,5
1244,22.15,22.15,22.15,22.15,22.15,1686762780000,10
267,22.103,22.1,22.1,22.1,22.1,1686764040000,4
100,22.1699,22.1699,22.1699,22.1699,22.1699,1686764280000,1
456,22.127,22.125,22.125,22.125,22.125,1686765000000,7
200,22.14,22.14,22.14,22.14,22.14,1686765120000,2
150,22.14,22.14,22.14,22.14,22.14,1686765480000,1
107,22.1531,22.16,22.16,22.16,22.16,1686765840000,3
3040,22.0968,22.1254,22.095,22.1254,22.095,1686766140000,3
1127,22.142,22.14,22.15,22.15,22.14,1686766500000,5
100,22.1699,22.1699,22.1699,22.1699,22.1699,1686766680000,1
200,22.1255,22.1255,22.1255,22.1255,22.1255,1686766800000,1
999,22.1374,22.1388,22.14,22.14,22.135,1686767520000,3
202,22.1396,22.14,22.14,22.14,22.14,1686767580000,3
1000,22.16,22.16,22.16,22.16,22.16,1686768240000,3
300,22.155,22.155,22.155,22.155,22.155,1686768540000,2
503,22.154,22.15,22.155,22.155,22.15,1686768780000,3
100,22.15,22.15,22.15,22.15,22.15,1686768840000,1
310,22.1594,22.16,22.16,22.16,22.16,1686769320000,3
200,22.15,22.15,22.15,22.15,22.15,1686769560000,1
1200,22.1702,22.17,22.17,22.17,22.17,1686770760000,9
590,22.175,22.175,22.175,22.175,22.175,1686770940000,3
360,22.18,22.18,22.18,22.18,22.18,1686771060000,1
549,22.2,22.2,22.2,22.2,22.2,1686771300000,1
905,22.2118,22.212,22.212,22.212,22.212,1686771360000,2
147,22.1863,22.18,22.18,22.18,22.18,1686771540000,4
662,22.18,22.18,22.18,22.18,22.18,1686771660000,4
3119,22.1798,22.18,22.175,22.18,22.175,1686771780000,4
380,22.1568,22.14,22.14,22.14,22.14,1686772740000,2
426,22.3692,22.37,22.37,22.37,22.37,1686835800000,5
462,22.1755,22.17,22.17,22.17,22.17,1686835980000,6
100,22.19,22.19,22.19,22.19,22.19,1686836340000,1
159,22.2155,22.2,22.2,22.2,22.2,1686836640000,3
1000,22.2134,22.2134,22.2134,22.2134,22.2134,1686837000000,1
501,22.2,22.2,22.2,22.2,22.2,1686837060000,2
106,22.2211,22.22,22.22,22.22,22.22,1686837240000,3
100,22.22,22.22,22.22,22.22,22.22,1686837420000,1
460,22.1813,22.1813,22.1813,22.1813,22.1813,1686837540000,1
205,22.235,22.235,22.235,22.235,22.235,1686837660000,2
124,22.2306,22.23,22.23,22.23,22.23,1686837720000,4
125,22.2358,22.23,22.23,22.23,22.23,1686838080000,3
700,22.25,22.25,22.25,22.25,22.25,1686838140000,1
210,22.24,22.24,22.24,22.24,22.24,1686838200000,3
100,22.235,22.235,22.235,22.235,22.235,1686838260000,1
225,22.24,22.24,22.24,22.24,22.24,1686839160000,1
465,22.2481,22.25,22.25,22.25,22.25,1686839400000,2
535,22.249,22.25,22.25,22.25,22.25,1686839580000,2
985,22.2355,22.235,22.2399,22.2399,22.235,1686839700000,4
150,22.25,22.25,22.25,22.25,22.25,1686839880000,1
185,22.2063,22.1901,22.1901,22.1901,22.1901,1686840300000,2
500,22.2525,22.2525,22.2525,22.2525,22.2525,1686840420000,2
124,22.2832,22.2849,22.2849,22.2849,22.2849,1686840720000,3
225,22.3,22.3,22.3,22.3,22.3,1686840780000,1
272,22.2324,22.24,22.24,22.24,22.24,1686840840000,4
455,22.2101,22.2101,22.2101,22.2101,22.2101,1686840960000,3
100,22.3296,22.3296,22.3296,22.3296,22.3296,1686842640000,1
824,22.2451,22.25,22.23,22.2501,22.23,1686843120000,10
400,22.2401,22.24,22.2401,22.2401,22.24,1686843300000,4
1201,22.2513,22.2501,22.2501,22.2501,22.2501,1686844080000,6
851,22.25,22.25,22.25,22.25,22.25,1686844680000,1
1124,22.2832,22.2832,22.2832,22.2832,22.2832,1686844800000,2
1124,22.29,22.29,22.29,22.29,22.29,1686844860000,3
1121,22.2847,22.2847,22.2847,22.2847,22.2847,1686844920000,1
1122,22.29,22.29,22.29,22.29,22.29,1686844980000,1
1593,22.2761,22.27,22.3299,22.3299,22.27,1686845040000,11
514,22.2777,22.2775,22.2775,22.2775,22.2775,1686845520000,3
200,22.285,22.285,22.285,22.285,22.285,1686846000000,1
233,22.2887,22.29,22.29,22.29,22.29,1686846660000,4
483,22.2927,22.29,22.2956,22.2956,22.29,1686847260000,4
109,22.2813,22.28,22.28,22.28,22.28,1686847320000,3
214,22.3176,22.32,22.32,22.32,22.32,1686847440000,3
100,22.3,22.3,22.3,22.3,22.3,1686847500000,1
100,22.28,22.28,22.28,22.28,22.28,1686847560000,1
400,22.2944,22.295,22.295,22.295,22.295,1686847620000,3
100,22.29,22.29,22.29,22.29,22.29,1686848460000,1
254,22.28,22.28,22.28,22.28,22.28,1686848880000,2
2339,22.2928,22.29,22.296,22.296,22.29,1686849480000,9
203,22.3023,22.3025,22.3025,22.3025,22.3025,1686849540000,4
211,22.2802,22.28,22.28,22.28,22.28,1686849840000,6
1009,22.2801,22.28,22.28,22.28,22.28,1686849900000,3
305,22.27,22.27,22.27,22.27,22.27,1686850020000,3
214,22.2007,22.19,22.19,22.19,22.19,1686850440000,3
100,22.23,22.23,22.23,22.23,22.23,1686850920000,1
200,22.27,22.27,22.27,22.27,22.27,1686851880000,1
237,22.2727,22.2725,22.2725,22.2725,22.2725,1686852000000,3
315,22.27,22.27,22.27,22.27,22.27,1686852120000,2
104,22.27,22.27,22.27,22.27,22.27,1686852720000,3
280,22.2725,22.2725,22.2725,22.2725,22.2725,1686853320000,3
2600,22.27,22.27,22.27,22.27,22.27,1686853500000,7
140,22.2286,22.225,22.225,22.225,22.225,1686854400000,2
1365,22.3079,22.3,22.31,22.31,22.3,1686854580000,5
500,22.2732,22.2732,22.2732,22.2732,22.2732,1686855480000,1
501,22.279,22.279,22.279,22.279,22.279,1686855600000,2
140,22.28,22.28,22.28,22.28,22.28,1686855960000,1
200,22.1901,22.1901,22.1901,22.1901,22.1901,1686856560000,1
501,22.2274,22.2314,22.22,22.2314,22.22,1686856860000,3
521,22.2993,22.28,22.309,22.309,22.28,1686856980000,10
300,22.2367,22.24,22.23,22.24,22.23,1686857220000,3
500,22.3083,22.3083,22.3083,22.3083,22.3083,1686857340000,1
102,22.2726,22.2735,22.2735,22.2735,22.2735,1686857520000,2
475,22.2666,22.2735,22.2735,22.2735,22.2735,1686857580000,3
500,22.27,22.27,22.27,22.27,22.27,1686857640000,1
1006,22.2745,22.2743,22.2743,22.2743,22.2743,1686857700000,4
1000,22.3068,22.3,22.31,22.31,22.3,1686857760000,5
525,22.2926,22.3,22.29,22.3,22.29,1686858000000,4
544,22.244,22.265,22.2201,22.265,22.2201,1686858240000,5
235,22.3014,22.3,22.3,22.3,22.3,1686858540000,4
257,22.2552,22.3099,22.22,22.3099,22.22,1686859080000,3
290,22.31,22.31,22.31,22.31,22.31,1686859140000,3
583,22.4881,22.5,22.5,22.5,22.5,1686922200000,8
319,22.4435,22.42,22.46,22.46,22.42,1686922320000,4
134,22.3586,22.4,22.4,22.4,22.4,1686922380000,3
100,22.4,22.4,22.4,22.4,22.4,1686922440000,1
2070,22.1606,22.23,22.11,22.23,22.11,1686922500000,21
432,22.1741,22.23,22.11,22.23,22.11,1686922680000,4
587,22.2404,22.24,22.24,22.24,22.24,1686922920000,5
200,22.3294,22.33,22.33,22.33,22.33,1686923040000,2
112,22.2143,22.2141,22.2141,22.2141,22.2141,1686923100000,3
1125,22.3599,22.3599,22.3599,22.3599,22.3599,1686923160000,1
600,22.245,22.245,22.245,22.245,22.245,1686923280000,1
101,22.2348,22.2346,22.2346,22.2346,22.2346,1686924120000,2
1003,22.1749,22.175,22.175,22.175,22.175,1686924840000,3
1500,22.185,22.185,22.185,22.185,22.185,1686924960000,2
1268,22.177,22.16,22.185,22.185,22.16,1686925020000,10
1000,22.2699,22.2699,22.2699,22.2699,22.2699,1686925080000,1
1500,22.1219,22.11,22.11,22.11,22.11,1686925140000,22
1011,22.185,22.185,22.185,22.185,22.185,1686925260000,3
1000,22.1171,22.11,22.11,22.11,22.11,1686925320000,11
1201,22.1802,22.195,22.195,22.195,22.195,1686925500000,8
166,22.1398,22.11,22.11,22.11,22.11,1686925680000,5
699,22.1973,22.195,22.214,22.214,22.195,1686925740000,4
646,22.25,22.25,22.25,22.25,22.25,1686925860000,2
446,22.2302,22.2365,22.2365,22.2365,22.2365,1686925980000,3
500,22.175,22.175,22.175,22.175,22.175,1686926220000,1
827,22.1108,22.111,22.1101,22.111,22.11,1686927120000,6
125,22.2179,22.2299,22.2299,22.2299,22.2299,1686927720000,2
450,22.17,22.17,22.17,22.17,22.17,1686927960000,1
456,22.1709,22.1709,22.1709,22.1709,22.1709,1686928440000,3
288,22.1687,22.1699,22.1699,22.1699,22.1699,1686928860000,3
455,22.1688,22.169,22.169,22.169,22.169,1686929580000,2
100,22.1535,22.1535,22.1535,22.1535,22.1535,1686930180000,1
1356,22.1613,22.17,22.17,22.17,22.17,1686930540000,18
475,22.1321,22.14,22.13,22.14,22.13,1686931080000,3
102,22.1504,22.15,22.15,22.15,22.15,1686931200000,2
252,22.1449,22.1447,22.1447,22.1447,22.1447,1686931560000,2
101,22.1601,22.16,22.16,22.16,22.16,1686932340000,2
500,22.1684,22.1684,22.1684,22.1684,22.1684,1686932760000,1
100,22.1683,22.1683,22.1683,22.1683,22.1683,1686932820000,1
100,22.1699,22.1699,22.1699,22.1699,22.1699,1686933540000,1
101,22.15,22.15,22.15,22.15,22.15,1686934080000,2
100,22.14,22.14,22.14,22.14,22.14,1686934140000,1
200,22.16,22.16,22.16,22.16,22.16,1686934200000,1
580,22.1506,22.15,22.1505,22.1505,22.15,1686934260000,7
162,22.1498,22.1498,22.1498,22.1498,22.1498,1686935700000,1
100,22.1685,22.1685,22.1685,22.1685,22.1685,1686936180000,1
117,22.1696,22.1696,22.1696,22.1696,22.1696,1686937020000,1
501,22.1301,22.13,22.13,22.13,22.13,1686939480000,6
108,22.1408,22.1408,22.1408,22.1408,22.1408,1686940320000,1
294,22.157,22.155,22.155,22.155,22.155,1686944460000,4
200,22.145,22.145,22.145,22.145,22.145,1686945300000,2
1645,22.1372,22.1368,22.13,22.14,22.13,1686945360000,10
150,22.13,22.13,22.13,22.13,22.13,1686945480000,2
2718,22.1526,22.12,22.165,22.168,22.12,1686945540000,12
1138,22.0014,22.0,22.0,22.0,22.0,1687259580000,6
2616,22.1684,22.17,22.15,22.17,22.15,1687267800000,14
4247,22.0021,22.0,22.02,22.02,22.0,1687267980000,17
536,21.9661,21.97,21.96,21.97,21.96,1687268400000,8
172,21.99,21.9902,21.9902,21.9902,21.9902,1687268520000,3
810,21.9501,21.95,21.95,21.95,21.95,1687268760000,9
1000,21.985,21.985,21.985,21.985,21.985,1687269420000,1
1080,21.9343,21.94,21.9402,21.9402,21.93,1687269720000,17
200,21.905,21.9,21.91,21.91,21.9,1687269780000,2
100,21.9402,21.9402,21.9402,21.9402,21.9402,1687269960000,1
200,21.9288,21.9225,21.935,21.935,21.9225,1687270320000,2
100,21.9018,21.9018,21.9018,21.9018,21.9018,1687270620000,1
491,21.9001,21.9,21.9,21.9,21.9,1687270680000,9
2151,21.8149,21.87,21.8001,21.8701,21.8,1687270800000,33
